,Domain,Phylum,Class,Order,Family,Genus,Species,ASV,,,,
58b3df535db340ff8d87cec8e2ec0e56,d__Bacteria,NA,NA,NA,NA,NA,NA,58b3df535db340ff8d87cec8e2ec0e56,,,,streptomyces
