Feature ID	Taxon	Confidence
2dad5d09333f5f8920649a3af481cbcd	Unassigned	0.9206949929707533
de68d847cd46e0b1bcb9bb023d6e3520	Unassigned	0.4446710394878992
b14dfe90542e56f030871ab53b373748	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9940440502733986
359e573034c887a6183be5c4d9f88214	Unassigned	0.9523791381115033
973b68af42aa7aaaf56d7f55899b7996	Unassigned	0.9264340519515537
d03dea65cdd6782c5a95bc5c163e5764	Unassigned	0.8673316689847708
c979728379caf87000ff4866c076ccf8	Unassigned	0.9358628110336402
843943ac96dff4df7643e37a7200d985	Unassigned	0.5821781247625664
6ef27f533fadb524dbdc79bf901d4645	d__Bacteria	0.7419838315714252
0d53bef7e3e31815aa4f0e25869ea298	Unassigned	0.6056997197809137
8f68ff83fb04e0889c8e8b01da3bc80f	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.9997998346788095
9b40888adb8765b9f510a40561d38ccc	Unassigned	0.8553214492279899
55d9a798dcc60b91ff8ba882eb86340c	Unassigned	0.7801731028423382
dc19c008d92c44e3a381abb3b44e1048	Unassigned	0.7501717373423415
dbc2edc8c44819aab93ac9a1405fd7af	Unassigned	0.5583465830059116
3eae82946664b07bce805fc9063479b9	Unassigned	0.8937730172335148
f0f648cf189d063ec66f988147dd2896	Unassigned	0.869633382536802
ceb261aa236c0c5e4172e2c995346bd0	Unassigned	0.8587767135351216
6282046969d4e346753ca7bc1b47f792	d__Bacteria	0.804224024403337
70316592ec6142970252f43f905212a1	Unassigned	0.8103735801583813
f9c6e7f554244e6f0cc71b91dd234830	Unassigned	0.8779154046917189
58b62c25caa4cb3f2514da234a6512c1	Unassigned	0.4858073185483399
741539a17f51f8c0b6d2b16c5c64c9d5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9310693611777954
f9141b0fddff1c15dc12df8ae33e29b0	Unassigned	0.49783910695734024
e3b4abf86b616637bcbd2975e542d89d	Unassigned	0.46270749403597866
494cac2369f45cf82add27ffbc02055e	Unassigned	0.414577707343607
fbff44d83f22c2f259e5b2bc4c0b19b9	Unassigned	0.8996407109935073
001f61771664171f6b125cc45e0dc03c	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9717593245617943
2a72f5cf3f41686803cf4593e4c8f9dc	Unassigned	0.46409037747943493
e59092118c33ceea87484d7c413e020b	Unassigned	0.4970458556786732
cd363ed01c95295f3a091cf42ce9e6e5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.9889603640307364
ce81924490163a943e09e73c3e4b704a	Unassigned	0.6275217700377119
514bf75718934175cc2e36beb2e7a2a8	d__Bacteria	0.8252749015186277
e76c284f0dbe56b45a439e20919ca88d	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9897011712791212
6c53de8ee257eab49553f4ee04aec14a	Unassigned	0.8989683113602632
9c88f6ac8457c34511006265295a5fa3	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9150013935105987
61157c74739949bae9e028a42e9f63d1	Unassigned	0.8598197241463367
5eea20470d33aad26df25f8ddf644b70	Unassigned	0.9253343913931685
705af75ef47254793f857cf6c5a02cf4	Unassigned	0.5315183714453384
0736060c2d6eca02048c6a649ca8963e	Unassigned	0.7779002253394641
24b580b7b3f7a9011f9393ebbf23de4c	Unassigned	0.4805134374704959
2d5379f83599fcd7166c50f987ce463e	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9999999919886153
dbc0a0cbd11dce27e0e5d8fae11e0564	Unassigned	0.8514723419830615
642dce993e2709e8e0284a7c4aacd334	Unassigned	0.8165483113281946
89ac611944a49fe1ec6986c90dfb3d42	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9962625396667065
c3d8ce7240878462e1ef6a0eb7637728	d__Eukaryota	0.7553421641311194
d84810c60585937cff6e97c2961e6708	Unassigned	0.6861842229804512
94bacc0750b634a9339276ceb3a658a1	Unassigned	0.7744572209644107
9b930fe4bcb5db36ccd28f5b80a3c04b	Unassigned	0.7716278961097263
d35157a6d1e96c7ab3baa5d59e436cdd	Unassigned	0.6796981749442508
4bab86c300126f08ccb156642ec03e05	Unassigned	0.8680689136083523
7b14184d2e84b193372a281b621122bb	Unassigned	0.689883456018474
26d913476639412102c11eab0c32752a	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9991770531575196
46f7317dde4aa8582ac40f1da94384a6	Unassigned	0.7551392950680389
e2782a1ca87ef05bbc583fb679bc6fc8	Unassigned	0.7335242473081753
a3aa6e0fb6b3b602e4bbeda41abbefc0	d__Bacteria	0.7671010512172994
0c4d5bf577871d3b9778ed968794e772	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_crispatus	0.9360752632383056
9c37f26a24ef949028901de1328b8946	Unassigned	0.837042946681067
02fbf31f63117f96ebf9dd698319bd8b	Unassigned	0.6133791845192045
4415685963e1a6adddd94a9037edf1d2	d__Bacteria	0.7323280058685567
13352d81f4c0de1519846430a91df680	Unassigned	0.8511133055087222
5d0b4cc4237f269e0c73bf1a6d544f3c	Unassigned	0.6389387387399421
fad84fc0bb91fc0ab407093608248fad	Unassigned	0.8904190563213431
88afd1afc431355e69e53ffd969c5acc	d__Eukaryota	0.7523707837733404
f8bf477e07c03d4cc3c87602d7d84cc2	Unassigned	0.7792797711987425
82ce1d4b455781eb42aa295aeac6dcdb	d__Bacteria	0.7888128709773372
5f055fa3592b9daea46b9123f9e8cede	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter; s__Rhodanobacter_glycinis	0.8541809970522154
2baaa78d422e76ddfeb421b370017145	Unassigned	0.7407035469728214
fe1c2122395619d050028b6e355dc4a0	Unassigned	0.3575519649240081
317e5cb57182da392781536b4e274df4	Unassigned	0.8993743605205746
99bb92ff0057b525efc63ad70490b6f3	Unassigned	0.7546653499208494
20e37fdaa606529bfdbf441966f0c632	Unassigned	0.4430715876507666
9c640309956b4666d46d941577fe7778	Unassigned	0.7456777986853376
426c0c63db9eaffb520125a76aa33d60	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.989975026435547
69929874978d53b3048a43fcdffc8837	Unassigned	0.4770649674085381
ba86e7495c332c6153fa13677b8db871	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.7571667478551323
e1ff9f2b5581cfe7cd7a71e7257633db	Unassigned	0.341545457439273
f4189d885d189581269d9075636fd5ec	Unassigned	0.9636001498775696
268181755d93ee5293245d49f35bd90a	Unassigned	0.5036845348476011
9df0ab64ec0e17ca765cff8d3d1d5e6e	Unassigned	0.3012114714294202
6e9c05446e9513a6e56c1736923a8084	Unassigned	0.4927799375726455
7af220ce0e2f83f7388af248d7a7c8fa	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.9997696807934028
1358bd107a46d4ac2ea6a13c965ad3be	d__Bacteria	0.8360616289694107
6a5db8c86b268259091d761bb386e89f	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_jensenii	0.7174552979688192
2eb267294c402c6f2691980c76cade85	Unassigned	0.7331629309963952
7b1ab18b781f94231a409353a02bcab4	Unassigned	0.8646357646801577
679b95aaddbd8387efb65f72dd84ab51	Unassigned	0.31205520674707843
c34fc9405426e805488073d869388173	Unassigned	0.8012213031375154
2e3144ae8e857275d34d28ed9b581734	d__Bacteria	0.8113028683124032
fee076aa6176fe0bc4015248630a1568	Unassigned	0.798749500602156
06b57db0fa176b8455b5bd46435053f3	Unassigned	0.7624840153857937
7655c4a276b5048b2c3cf5322f0fc578	Unassigned	0.6292556202846429
e4b906fc13338590c6bfd9fae8e50945	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_iners	0.715353483799099
3d6583231d3656b44178bd7cf80c49fe	Unassigned	0.8986364937928235
a371175538175d0f0f6c56c183019e47	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.995012873142832
12be229574e41ae13e003425706c7bf7	Unassigned	0.532991921836999
bdc31eab8d5197c76e5e647faa1c09d0	Unassigned	0.7110479278508842
7a51245f88a59e4a868d117a5b9b3b8c	Unassigned	0.8773166142370897
7f9cc41d66cfa1f888384ae0458c57f6	Unassigned	0.5335620609989311
8079673c768fe3ed10985efa496860dc	Unassigned	0.5253470580505242
215e9756934d3ae56cfa4f2c8eaf938f	Unassigned	0.5918695031386235
be618529b09ce6c8106f7c9bb1961fad	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9654643709460046
51d0c8f77e724d9f0db26a6ac31293a2	Unassigned	0.7475750831740566
9a291d63cf3fd459f36e7ab2153a3add	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae	0.7268499441478304
74b5cf002aa2fb2673fe2ca4bd040bfb	d__Bacteria	0.7234994860091715
0903e925072fcc9e5ac546b969248d37	Unassigned	0.8929250350459097
a8bd67fbd20a0e39d79ecb7ee4c3b17a	Unassigned	0.938601812913539
