"","Domain","Phylum","Class","Order","Family","Genus","Species","ASV"
"70316592ec6142970252f43f905212a1","Unassigned",NA,NA,NA,NA,NA,NA,"70316592ec6142970252f43f905212a1"
"5658f19477c4f0688e74d69701d1c75b","Unassigned",NA,NA,NA,NA,NA,NA,"5658f19477c4f0688e74d69701d1c75b"
"8ccddbeebb3133b268922bb27ecd5839","Unassigned",NA,NA,NA,NA,NA,NA,"8ccddbeebb3133b268922bb27ecd5839"
