"","Domain","Phylum","Class","Order","Family","Genus","Species","ASV"
"2e88b0fa189c4e8eb87e63c164167f54","Unassigned",NA,NA,NA,NA,NA,NA,"2e88b0fa189c4e8eb87e63c164167f54"
"956525d95a48ef814d00b6f00801d65d","Unassigned",NA,NA,NA,NA,NA,NA,"956525d95a48ef814d00b6f00801d65d"
