"","Domain","Phylum","Class","Order","Family","Genus","Species","ASV"
"f300c11b1c2b9f27850d58a6fc7358d4","d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces",NA,"f300c11b1c2b9f27850d58a6fc7358d4"
