"","Domain","Phylum","Class","Order","Family","Genus","Species","ASV"
"77d14d1c772b51a16e5983d6bca87c15","d__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus",NA,"77d14d1c772b51a16e5983d6bca87c15"
"9b40888adb8765b9f510a40561d38ccc","Unassigned",NA,NA,NA,NA,NA,NA,"9b40888adb8765b9f510a40561d38ccc"
"ca611c5615850902549e71d76db515c7","Unassigned",NA,NA,NA,NA,NA,NA,"ca611c5615850902549e71d76db515c7"
